試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
Moxifloxacin tab 400mg,信東,衛署藥製 057910,,Y,,1011211,Avelox tab 400 mg,Bayer HealthCare AG,Germany
Moxifloxacin tab 400mg,勝群,衛署藥製 057421,,Y,,1010627,Avelox tab 400 mg,Bayer HealthCare AG,Germany
Mycophenolate cap 250mg,友華,衛署藥製 050154,,Y,,980416,CellCept cap 250mg,Hoffmann-La Roche,Switzerland
Mycophenolate cap 250mg,健亞,衛署藥製 050866,,Ｙ,,980806,Cellcept cap 250mg,Roches ,Italy
Nabumetone tab 500mg,生達,衛署藥製 043305,,Y,,880929,Relifex tab 500mg,SmithKline Beecham,England
Nabumetone tab 500mg,永信,衛署藥製 044542,,Y,,900620,Relifex tab 500mg,Smithkline Beecham,England
Nabumetone tab 500mg,中化,衛署藥製 044777,,Y,,901205,Relifex tab 500mg,Smithkline Beecham,England
Nabumetone tab 500mg,信東,衛署藥製 044832,,Y,,910121,Relifex tab 500mg,Smithkline Beecham,England
Nabumetone tab 500mg,衛達,衛署藥製 044916,,Y,,910327,Relifex tab 500mg,Smithkline Beecham,England
Nabumetone tab 500mg,瑞士,衛署藥製 045274,,Y,,911024,Relifex tab 500mg,Smithkline Beecham,England
Nabumetone tab 500mg,南光,衛署藥製 045709,,Y,,920122,Relifex tab 500mg,Smithkline Beecham,England
Nabumetone tab 500mg,寶齡富錦,衛署藥製 049237,,,Y,960919,Tonlex  tab 750mg,寶齡富錦,Taiwan
Nabumetone tab 750mg,寶齡富錦,衛署藥製 047655,,Y,,941201,Relafen tab 750mg,GlaxoSmithkline,U.S.A.
Nateglinide tab 120mg,正和,衛署藥製 047266,,Y,,940203,Starlix tab 120mg,Novartis Pharma. AG,Switzerland
Nateglinide tab 120mg,生達,衛署藥製 047750,,,Y,941205,Natenide tab 60mg,生達,Taiwan
Nateglinide tab 120mg,五洲,衛署藥製 049308,,,Y,961008,Glunat tab 60mg,五洲,Taiwan
Nateglinide tab 120mg,瑩碩,衛署藥製 049626,,,Y,970806,Roxiton tab 60mg,華盛頓,Taiwan
Nateglinide tab 120mg,永信,衛署藥製 050173,,Y,,980514,Starlix tab 120mg,Novartis,Italy
Nateglinide tab 60mg,瑩碩,衛署藥製 047051,,Y,,931021,Starlix tab 60mg,Novartis,Italy
Nateglinide tab 60mg,生達,衛署藥製 047129,,Y,,931008,Starlix tab 60mg,Novartis,Italy
Nateglinide tab 60mg,五洲,衛署藥製 047631,Y,,,931125,Starlix tab 60mg,Novartis,Italy
Nateglinide tab 60mg,健亞,衛署藥製 048502,,Y,,941220,Starlix tab 60mg,Novartis,Italy
Nevirapine tab 200mg,聯亞,衛部藥製058127,,Y,,1020904,Viramune Tab 200mg,Boehringer Ingelheim  ,Germany
Nicardipine tab 20mg,培力,衛署藥製 034553,,Y,,831208,Perdipine tab 20mg,Yamanouchi,Japan
Nicardipine tab 20mg,中化,衛署藥製 042969,,Y,,880429,Perdipine tab 20mg,Yamanouchi,Taiwan
Nicotine Patch 2.08mg/cm^2,信東,衛署藥製 038646,,Y,,840406,TBS-Nicotine Patch 2.08mg,TBS Lab,U.S.A.
Nicotine Patch 35mg/20cm^2,信東,衛部藥製 058301,,Y,,1020910,Nicotinell TTS 20 Patch 35mg/20cm^2,LTS Lohmann Therapie-System AG,Germany
Nicorandil tab 5mg,一成,衛署藥輸 023661,,Y,,920211,Sigmart tab 5mg,中外製藥株式會社,Japan
Nicorandil tab 5mg,十全,衛署藥製 049110,,Y,,960717,Sigmart tab 5mg,Chugai,Japan
Nicorandil tab 5mg,生達,衛署藥製 048991,,Y,,960815,Sigmart tab 5mg,Chugai,Japan
Nicorandil tab 5mg,一成,衛署藥製 049306,,Y,,970212,Sigmart tab 5mg,Tohoku Nipro,Japan
Nicorandil tab 5mg,世達,衛署藥製 056311,,Y,,1000505,Sigmart tab 5mg,Tohoku Nipro,Japan
Nimesulide tab 100mg,十全,衛署藥製 048159,,Y,,950601,Mesulid tab 100mg,Helsinn Birex,Ireland
Nimesulide tab 100mg,景德,衛署藥製 048252,,Y,,950908,Nimed tab 100mg,美時,Taiwan
Nimodipine tab 30mg,南光,衛署藥製 049057,,Y,,960302,Nimotop tab 30mg,Bayer,Germany
Nitrendipine tab 10mg,永昌,衛署藥製 043140,,Y,,930311,Baypress tab 10mg,Bayer,France
Nitrendipine tab 10mg,壽元,衛署藥製 043970,,Y,,940519,Bayotensin tab 10mg,Bayer,Germany
Nitrendipine tab 10mg,應元,衛署藥製 044882,,Y,,931227,Bayotensin mite tab 10mg,Bayer,Germany
Nizatidine cap 150mg,五洲,衛署藥製 045777,,Y,,920512,Axid cap 150mg,Eli Lilly,U.S.A.
Nizatidine cap 75mg,五洲,衛部藥製058144,,,Y,1020201,Tazac Cap 150mg,五洲,Taiwan
Nordazepam tab 5mg,萬宇康,衛署藥製 055108,,Y,,990701,Calmday S.C. tab 5mg,Sanico N.V.,Belgium
Norfloxacin cap 400mg,政德,衛署藥製 033460,,Y,,800109,Baccidal tab 100mg,Kyorin,Taiwan
Norfloxacin cap 400mg,正和,衛署藥製 042375,,Y,,870418,Baccidal tab 100mg,Kyorin,Taiwan
Norfloxacin tab 100mg,政德,衛署藥製 033459,,,Y,800109,Noxacin tab 400mg,政德,Taiwan
Norfloxacin tab 100mg,正和,衛署藥製 033950,,Y,,800413,Baccidal tab 100mg,Kyorin,Taiwan
Norfloxacin tab 100mg,榮民,衛署藥製 036772,,Y,,820921,Baccidal tab 100mg,Kyorin,Taiwan
Norfloxacin tab 100mg,景德,衛署藥製 037309,,Y,,820730,Baccidal tab 100mg,Kyorin,Japan
Norfloxacin tab 100mg,中化,衛署藥製 040540,,,Y,851008,Norflodal tab 200mg,中化,Taiwan
Norfloxacin tab 100mg,生達,衛署藥製 042459,,,Y,870701,Noraxin tab 200mg,生達,Taiwan
Norfloxacin tab 100mg,信東,衛署藥製 043900,,,Y,890726,Baxicin tab 200mg,信東,Taiwan
Norfloxacin tab 200mg,正和,衛署藥製 039945,,,Y,850214,N.F.S. tab 100mg,正和,Taiwan
Norfloxacin tab 200mg,中化,衛署藥製 039961,,Y,,841222,Baccidal tab 200mg,Kyorin,Japan
Norfloxacin tab 200mg,生達,衛署藥製 041554,,Y,,860602,Baccidal tab 200mg,Kyorin,Japan
Norfloxacin tab 200mg,信東,衛署藥製 043635,,Y,,890119,Baccidal tab 100mg,Kyorin,Taiwan
Norfloxacin tab 400mg,生達,衛署藥製 042273,,,Y,870428,Noraxin tab 200mg,生達,Taiwan
Ofloxacin tab 100mg,華興,衛署藥製 036508,,Y,,820412,Tarivid tab 100mg,Daiichi,Japan
Ofloxacin tab 100mg,信東,衛署藥製 038554,,,Y,840126,Tarivid tab 100mg,Daiichi,Japan
Ofloxacin tab 100mg,中化,衛署藥製 039793,,Y,,841228,Tarivid tab 100mg,Daiichi,Taiwan
Ofloxacin tab 100mg,井田,衛署藥製 041542,,,Y,860723,Oxacin tab 200mg,井田,Taiwan
Ofloxacin tab 100mg,景德,衛署藥製 044297,,,Y,891113,Ofloxacin tab 200mg,景德,Taiwan
Ofloxacin tab 200mg,信東,衛署藥製 038213,,Y,,830806,Tarivid tab 100mg,Daiichi,Japan
Ofloxacin tab 200mg,井田,衛署藥製 039819,,Y,,850215,Tarivid tab 200mg,Daiichi,Taiwan
Ofloxacin tab 200mg,中化,衛署藥製 042752,,,Y,871113,Oflodal tab 100mg,中化,Taiwan
Ofloxacin tab 200mg,景德,衛署藥製 042997,,Y,,880419,Tarivid tab 200mg,Daiichi,Taiwan
Ofloxacin tab 400mg,永信,衛署藥製 039523,,Y,,841024,Tarivid tab 200mg,Daiichi,Taiwan
Ofloxacin tab 400mg,中化,衛署藥製 042765,,,Y,880112,Oflodal FC tab 100mg,中化,Taiwan
Olanzapine OD tab 10mg,中化,衛署藥製 057321,,,Y,1001228,Olan O.D. Tablets 5mg,中化,Taiwan
Olanzapine OD tab 5mg,中化,衛署藥製 056680,,Y,,1000406,Zyprexa Zydis OD tab 5mg,Catalent,England
Olanzapine OD tab 5mg,躍欣,衛部藥製058189,,Y,,1020320,Zyprexa Zydis OD tab 5mg,Catalent ,England
Olanzapine oral dis tab 10mg,台裕,衛署藥製057995,,Y,,1020402,Zyprexa Zydis OD tab 10mg,Catalent ,England
Olanzapine oral dis tab 5mg,台裕,衛部藥製058204,,,Y,1021024,"Olipine OD tab 10mg ""Tai Yu""",台裕,Taiwan
Olanzapine tab 10mg,聯亞生技,衛署藥製057409,,Y,,1001212,Zyprexa F.C. tab 10mg,Lilly del Caribe Inc.,Puerto Rico
Olanzapine tab 10mg,睿昶,衛署藥製057964,,Y,,1020226,Zyprexa F.C. Tab 10mg,Lilly Del Caribe Inc.,Puerto Rico
Olanzapine tab 10mg,吉富,衛署藥輸025279,,Y,,990118,Zyprexa tab 10mg,Eli Lilly,England
Olanzapine tab 10mg,強生,衛署藥製056746,,Y,,1000208,Zyprexa tab 10mg,Lilly del Caribe,Puerto Rico
Olanzapine tab 10mg,南光,衛署藥製056787,,,Y,1000223,Olanzapine tab 5mg,南光,Taiwan
Olanzapine tab 10mg,溫士頓,衛署藥製056799,,Y,,1001103,Zyprexa tab 10mg,Lilly del Caribe,Puerto Rico
Olanzapine tab 10mg,萬菱,衛署藥製 057427,,Y,,1001031,Zyprexa tab 10mg,Lilly del Caribe,Puerto Rico
Olanzapine tab 10mg,睿昶,衛署藥製 057964,,Y,,1020226,ZYPREXA tab 10 mg,Lilly del Caribe Inc.,Puerto Rico
Olanzapine tab 10mg,瑞士,衛署藥製 056645,,,Y,991007,Nodoff tab 5mg,瑞士,Taiwan
Olanzapine tab 5mg,諾華,衛署藥輸026063,,Y,,1020531,Zyprexa F.C. Tab 5mg,Lilly Del Caribe Inc.,Puerto Rico
Olanzapine tab 5mg,瑞士,衛署藥製 052617,,Y,,990310,Zyprexa tab 5mg,Eli Lilly,England
Olanzapine tab 5mg,南光,衛署藥製 055243,,Y,,990721,Zyprexa F.C. tab 5mg,Lilly del Caribe,Puerto Rico
Olanzapine tab 5mg,中生,衛部藥製 058028,,Y,,1011220,ZYPREXA tab 5 mg,Lilly del Caribe Inc.,Puerto Rico
Olmesartan Medoxomil F.C. tab 250mg,中國化學,衛署藥製057234,,Y,,1010103,Olmetec F.C. tab 20mg,Daiichi Sankyo,Germany
Olmesartan medoxomil tab 40mg,中化,衛署藥製 057410,,,Y,1010827,Olsaa tab 20mg,中化,Taiwan
Olmetec medoxomil tab 20mg,臺灣三共,衛署藥輸 024497,,,Y,940311,Olmetec tab 20mg,三共,Taiwan
Omeprazole cap 20mg,華興,衛署藥製 038692,,Y,,840302,Losec cap 20mg,Astra,Sweden
Omeprazole cap 20mg,永信,衛署藥製 043445,,Y,,880930,Losec cap 20mg,Astra,Sweden
Omeprazole cap 20mg,南光,衛署藥製 044270,,,Y,900131,Okwe cap 40mg,南光,Taiwan
Omeprazole cap 20mg,生達,衛署藥製 045016,,Y,,910501,Losec cap 20mg,Astra,Sweden
Omeprazole cap 20mg,寶齡富錦,衛署藥製 045250,,Y,,911021,Losec cap 20mg,Astra,Sweden
Omeprazole tab 20mg,中國生化,衛署藥製 044481,,Y,,900518,Losec cap 20mg,Astra,Sweden
Ondansetron tab 8mg,吉富,衛署藥輸 024856,,Y,,970523,Zofran tab 8mg,Glaxo,U. K.
Oseltamivir  cap 75mg,羅氏,衛署藥輸025285,,,Y,991001,Tamiflu cap 75mg,F. Hoffmann-La Roche,Switzerland
Otilonium Bromide tab 40mg,台灣東洋,衛署藥製 049193,Y,,,961213,Spamomen tab 40mg,Farmaceutiche ,Italy
Oxatomide tab 30mg,永信,衛署藥製 044469,,Y,,900419,Tinset tab 30mg,嬌生,Taiwan
Oxatomide tab 30mg,信東,衛署藥製 044807,,Y,,901212,Tinset tab 30mg,嬌生,Taiwan
Oxcarbazepine susp 60mg/ml,晟德,衛署藥製 052464,,Y,,980623,Trileptal Oral Susp 60mg/ml,Novartis,France
Oxcarbazepine tab 300mg,健亞,衛署藥製 047689,Y,,,940726,Trileptal tab 300mg,Novartis ,Switzerland
Oxcarbazepine tab 300mg,健亞,衛署藥製  047689,,Y,,950102,Trileptal tab 300mg,Novartis ,Switzerland
Oxcarbazepine tab 300mg,吉富,衛署藥輸 025486,,Y,,991111,Trileptal tab 300mg,Novartis ,Italy
Pantoprazole tab 40 mg,井田,衛署藥製 057351,,Y,,1010717,Pantoloc tab 40mg,Nycomed Oranienburg ,Germany
Pantoprazole tab 40mg,中國化學,衛署藥製057974,,Y,,1020329,Pantoloc tab 40mg,Nycomed Oranienburg,Germany
Pantoprazole tab 40mg,十全,衛署藥製 046646,,Y,,930902,Pantoloc tab 40mg,Byk Gulden,Germany
Pantoprazole tab 40mg,元宙,衛署藥製 047534,,Y,,940826,Pantoloc tab 40mg,Altana,Germany
Pantoprazole tab 40mg,優生,衛署藥製 048190,,Y,,950815,Pantoloc tab 40mg,Altana,Germany
Paricalcitol Cap 4mcg,美時,衛部藥製 058254,,Y,,1020819,Zemplar Cap 4µg,Abbott Laboratories,USA
Paroxetine tab 20mg,生達,衛署藥製 044622,,Y,,900820,Seroxat tab 20mg,Smithkline Beecham,England
Paroxetine tab 20mg,十全,衛署藥製 045581,,Y,,920507,Seroxat tab 20mg,Smithkline Beecham,England
Paroxetine tab 20mg,中化,衛署藥製 045822,,Y,,920623,Seroxat tab 20mg,Smithkline Beecham,England
Paroxetine tab 20mg,鴻汶,衛署藥輸  024460,,Y,,950321,Seroxat tab 20mg,Smithkline Beecham,England
Paroxetine tab 20mg,瑞士,衛署藥製  048092,,Y,,950511,Seroxat tab 20mg,Smithkline Beecham,England
Paroxetine tab 20mg,華興,衛署藥製 048687,,Y,,960112,Seroxat tab 20mg,Smithkline Beecham,England
Paroxetine tab 20mg,吉富,衛署藥輸 024791,,Y,,961029,Seroxat tab 20mg,Smithkline Beecham,England
Pentosan polysulfate sodium cap 100mg,弘如洋,衛署藥製 057862,,,Y,1001107,Elmiron cap 100mg,IVAX PHARMACEUTICALS INC.,USA
Perindopril tab 4mg,躍欣,衛署藥製 048972,,Y,,960807,Acertil tab 4mg,Les Lab Servier,France
Perindopril tab 4mg,健喬信元,衛署藥製 049178,,Y,,961119,Acertil tab 4mg,Les Lab Servier,France
Perindopril tab 4mg,永信,衛署藥製 049904,,Y,,971223,Acertil tab 4mg,Les Lab Servier,France
Perindopril tab 8mg,瑞安,衛署藥製 054966,,Y,,990416,Acertil tab 8mg,Les Lab Servier,France
Perindopril tab 8mg,躍欣,衛署藥製 057413,,,Y,1010710,Perdopril tab 4mg,聯亞,Taiwan
Perindopril/ Indapamide tab 4mg/1.25mg,瑞士,衛署藥製 049756,,Y,,971022,Bi Preterax tab 4mg / 1.25mg,Les Lab Servier,France
Pilocarpine tab 5 mg,漢欣,衛署藥製 056778,,Y,,1000909,Salagen tab 5mg,Patheon YM Inc.,Canada
Pioglitazone tab 15mg,培力,衛署藥製 049500,,,Y,970530,Pioglitazone tab 30mg,培力,Taiwan
Pioglitazone tab 15mg,瑩碩,衛署藥製 050130,,,Y,980427,Anxotos tab 30mg,羅得,Taiwan
Pioglitazone tab 15mg,瑞士,衛署藥製 050043,,,Y,971229,Befree tab 30mg,瑞士,Taiwan
Pioglitazone tab 15mg,五洲,衛署藥製056692,,,Y,1000527,U-CHU Piozon tab 30mg,五洲,Taiwan
Pioglitazone tab 30mg,生達,衛署藥製 048007,,Y,,950523,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,中化,衛署藥製 048098,,Y,,950110,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,瑩碩,衛署藥製 048057,,Y,,950303,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,躍欣,衛署藥製 048333,,Y,,951011,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,世強,衛署藥製 048753,,Y,,951205,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,健喬信元,衛署藥製 049085,,Y,,960919,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,培力,衛署藥製 049116,,Y,,961012,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,瑞士,衛署藥製 049119,,Y,,961012,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,五洲,衛署藥製 049429,,Y,,970125,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,正和,衛署藥製 049549,,Y,,970619,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,信東,衛署藥製 049560,,Y,,970401,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,十全,衛署藥製 049581,,Y,,970701,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,榮民,衛署藥製 052589,,Y,,990312,Actos tab 30mg,Takeda,Japan
Pioglitazone tab 30mg,優生,衛署藥製055275,,Y,,981130,Actos tab 30mg,Takeda,Japan
Piperacillin / Tazobactam Lyo for inj 2g /0.25g,中化,衛署藥製 051036,,Y,,990414,Tazocin Lyo for Inj 2g/0.25g,Wyeth,USA
Piperacillin inj 2g,永信,衛署藥製 029791,,Y,,800206,Pipril inj 2g,Cyanamid,Taiwan
Piperacillin inj 2g,中化,衛署藥製 042828,,Y,,871202,Pipril inj 2g,Cyanamid,Taiwan
Pitavastatin tab 2mg ,友霖,衛署藥製 057372,,Y,,1010410,Livalo tab 2mg,Kowa ,Japan
Pramipexole tab 0.25mg,五洲,衛部藥製058034,,Y,,1020206,Mirapex tab 0.25mg,Boehringer Ingelheim ,Germany
Pravastatin tab 10mg,台灣三共,衛署藥製 044139,,,Y,891117,Mevalotin tab 10mg,Sankyo,Japan
Pravastatin tab 10mg,優良,衛署藥製 046022,,,Y,920728,Mevalotin tab 10mg,Sankyo,Taiwan
Pravastatin tab 10mg,信東,衛署藥製 046029,,Y,,921024,Mevalotin tab 10mg,Sankyo,Japan
Pravastatin tab 10mg,永信,衛署藥製 048469,,Y,,951130,Mevalotin tab 10mg,Sankyo,Taiwan
Pravastatin tab 20mg,台灣三共,衛署藥製 046645,,,Y,930205,Mevalotin tab 20mg,Sankyo,Germany
Pravastatin tab 20mg,瑩碩,衛署藥製 047341,,Y,,940525,Mevalotin tab 20mg,Sankyo,Germany
Pravastatin tab 20mg,瑩碩,衛署藥製 048513,,,Y,951201,Melstatin tab 40mg,瑩碩,Taiwan
Pravastatin tab 20mg,生達,衛署藥製 048586,,Y,,960130,Mevalotin tab 20mg,Sankyo,Germany
Pravastatin tab 20mg,永信,衛署藥製 048644,,Y,,960109,Mevalotin tab 20mg,Sankyo,Germany
Pravastatin tab 20mg,五洲,衛署藥製 048681,,Y,,960209,Mevalotin tab 20mg,Sankyo,Germany
Pravastatin tab 20mg,信東,衛署藥製 049021,,,Y,950914,Pratin tab 10mg,信東,Taiwan
Pravastatin tab 20mg,南光,衛署藥製 049503,,,Y,970606,Dehypotin tab 40mg,南光,Taiwan
Pravastatin tab 20mg,永勝,衛署藥製 057741,,,Y,1010303,Pravastatin tab 40mg,永勝,Taiwan
Pravastatin tab 40mg,永信,衛署藥製 048684,,Y,,960413,Mevalotin tab 40mg,Sankyo,Germany
Pravastatin tab 40mg,南光,衛署藥製 049143,,Y,,960926,Mevalotin tab 40mg,Sankyo,Germany
Pravastatin tab 40mg,信東,衛署藥製 049454,,Y,,970117,Mevalotin tab 40mg,Daiichi Sankyo,Germany
Pravastatin tab 40mg,恆振,衛署藥製 051523,,Y,,980922,Mevalotin Protect tab 40mg,Sankyo ,Germany
Pravastatin tab 40mg,永勝,衛署藥製 052581,,Y,,990310,Mevalotin Protect tab 40mg,Daiichi Sankyo,Germany
Pravastatin tab 40mg,生達,衛署藥製057126,,,Y,1000622,Pavatin Protect tab 20mg,生達,Taiwan
Pravastatin tab 5mg,優良,衛署藥製 043887,,Y,,890705,Mevalotin tab 5mg,Sankyo ,Japan
Pravastatin tab 5mg,台灣三共,衛署藥製 044133,,,Y,900105,Mevalotin tab 5mg,Sankyo ,Japan
Pravastatin tab 5mg,信東,衛署藥製 045469,,,Y,930413,Pratin tab 10mg,信東,Taiwan
Pregabalin hard cap 75mg,生達,衛部藥製 058292,,Y,,1030502,Lyrica hard cap 75mg,Pfizer,Germany
Procaterol tab 25mcg,大塚,衛署藥製 043700,,,Y,890221,Meptin-mini tab 25mcg,OtsU. K.a ,Japan
Procaterol tab 25mcg,生達,衛署藥製 045416,,Y,,920305,Meptin-mini tab 25mcg,OtsU. K.a  ,Taiwan
Procaterol tab 25mcg,華興,衛署藥製 045489,,Y,,920317,Meptin-mini tab 25mcg,OtsU. K.a ,Japan
Procaterol tab 25mcg,信東,衛署藥製 045492,,Y,,920306,Meptin-mini tab 25mcg,OtsU. K.a ,Japan
Procaterol tab 25mcg,台灣道斯,衛署藥製 047482,,Y,,940809,Meptin-mini tab 25ug ,大塚,Taiwan
Procaterol tab 50mcg,大塚,衛署藥製 043622,,,Y,890219,Meptin tab 50mcg,OtsU. K.a ,Japan
Procaterol tab 50mcg,華興,衛署藥製048837,,Y,,960419,Meptin tab 50μg,大塚,Taiwan
Procaterol tab 50mcg,信東,衛署藥製055991,,,Y,1000414,Mecater tab 25mcg,信東,Taiwan
Procaterol tab 50μg,永信,衛署藥製 048545,,Y,,960109,Meptin tab 50μg,OtsU. K.a ,Taiwan
Propacetamol inj powder 1g,生達,衛署藥製 049126,Y,,,961029,Pro-Dafalgan inj powder 1g,UPSA,France
Propiverine tab 15mg,健喬信元,衛部藥製058114,,Y,,1020904,Urotrol F.C. tab 15mg,健亞,Taiwan
Quetiapine tab 100mg,瑞安,衛署藥製057850,,,Y,1020114,Quepine F.C. tab 200mg,瑞安,Taiwan
Quetiapine tab 100mg,永信,衛署藥製 049973,,,Y,971229,Queropin tab 200mg,聯亞,Taiwan
Quetiapine tab 100mg,聯邦,衛署藥製 049496,,,Y,970523,Utapine tab 200mg,聯邦,Taiwan
Quetiapine tab 100mg,鼎豐宇,衛署藥製 049518,,Y,,970606,Seroquel tab 100mg,AstraZeneca,U. K.
Quetiapine tab 100mg,瑞士,衛署藥製 049653,,,Y,970828,Calm-EZ tab 200mg,瑞士,Taiwan
Quetiapine tab 100mg,信東,衛署藥製056724,,Y,,1000311,Seroquel tab 100mg,AstraZeneca UK Limited,U.K.
Quetiapine tab 100mg,景德,衛署藥製 057192,,,Y,1010416,Quetialin tab 200mg,景德,Taiwan
Quetiapine tab 100mg,五洲,衛署藥製057304,,,Y,1000818,Quetia F.C. tab 200mg,五洲,Taiwan
Quetiapine fumarate tab 100mg,台裕,衛署藥製 057829,,Y,,1010601,Seroquel tab 100mg,AstraZeneca UK Limited,U. K.
Quetiapine tab 200mg,五洲,衛署藥製055245,,Ｙ,,980717,Seroquel tab 200mg,Astrazeneca,U. K.
Quetiapine tab 200mg,聯邦,衛署藥製 048467,,Y,,951130,Seroquel tab 200mg,AstraZeneca,England
Quetiapine tab 200mg,瑞士,衛署藥製 049316,,Y,,970222,Seroquel tab 200mg,AstraZeneca,U. K.
Quetiapine tab 200mg,睿昶,衛署藥製 049742,,Y,,970826,Seroquel tab 200mg,AstraZeneca,U.K.
Quetiapine tab 200mg,永信,衛署藥製 049741,,Y,,970715,Seroquel tab 200mg,AstraZeneca,U. K.
Quetiapine tab 200mg,景德,衛署藥製 052446,,Y,,981207,Seroquel tab 200mg,AstraZeneca,U. K.
Quetiapine tab 200mg,瑞安,衛署藥製055103,,Y,,990419,Seroquel tab 200mg,AstraZeneca,U. K.
Quetiapine tab 200mg,東竹,衛署藥製057138,,Y,,990812,Seroquel tab 200mg,AstraZeneca,U.K.
Quetiapine tab 200mg,信東,衛署藥製 057926,,,Y,1010621,Quiapine tab 100 mg,信東,Taiwan
Quetiapine tab 25mg,景德,衛署藥製 050115,,Y,,980416,Seroquel tab 25mg,AstraZeneca ,U. K.
Quetiapine tab 25mg,瑩碩,衛署藥製 049526,,Y,,961115,Seroquel tab 25mg,AstraZeneca,U. K.
Quetiapine tab 25mg,聯邦,衛署藥製 049574,,Y,,970616,Seroquel tab 25mg,AstraZeneca,U. K.
Quetiapine tab 25mg,瑞士,衛署藥製 050083,,Y,,980323,Seroquel tab 25mg,AstraZeneca,U. K.
Quetiapine tab 25mg,鼎豐宇,衛署藥製 055041,,,Y,990610,Neuroquel tab 100mg,強生,Taiwan
Quetiapine tab 25mg,睿昶,衛署藥製 055244,,,Y,990729,Hiloca F.C. 200mg,十全,Taiwan
Quetiapine tab 25mg,鴻汶,衛署藥輸 025467,,Y,,990222,Seroquel  tab 25mg,Astra Zeneca,England
Quetiapine tab 25mg,東竹,衛署藥製056712,,,Y,1000721,EPINE tab 200mg,明德,Taiwan
Quetiapine Fumarate tab 25mg,信東,衛署藥製 057892,,,Y,1011218,Quetiapine tab 100 mg,信東,Taiwan
Quetiapine tab 300mg,永信,衛署藥製 050062,,,Y,980225,Queropin tab 200mg,永信,Taiwan
Quetiapine tab 300mg,聯邦,衛署藥製 054856,,,Y,981216,Utapine tab 200mg,聯邦,Taiwan
Quetiapine tab 300mg,睿昶,衛署藥製 055057,,,Y,990513,Hiloca F.C. 200mg,十全,Taiwan
Quetiapine tab 300mg,東竹,衛署藥製057231,,,Y,1000415,EPINE F.C. tab 200mg,明德,Taiwan
Quetiapinetab 200mg,台裕,衛部藥製058106,,,Y,1020731,Cheerful F.C. tab 100mg,台裕,Taiwan
Rabeprazole E.C. tab 20 mg,景德,衛署藥製 057261,,Y,,1010217,Pariet E.C. tab 20mg,"Eisai Co., Ltd., Misato Plant",Japan
Rabeprazole E.F.C. tab 20mg,十全,衛署藥製 057782,,Y,,1010118,Pariet E.C. tab 20mg,"Eisai Co., Ltd., Misato Plant",Japan
Rabeprazole tab 20mg,元宙,衛署藥製 057359,,Y,,1010726,Pariet E.C. tab 20mg,"Eisai Co., Ltd., Misato Plant.",Japan
Raloxifene tab 60mg,臺灣禮來,衛署藥輸  024023,,,Y,930130,Evista tab 60mg,Eli Lilly,England
Ramipril cap 2.5mg,皇佳,衛署藥製  046995,,Y,,940112,Tritace cap 2.5mg,Hoechst AG,Germany
Ramipril tab 10mg,安成,衛署藥製 048836,,Y,,960608,Tritace tab 10mg,Aventis,Italy
Ramipril tab 10mg,瑞士,衛署藥製 049755,,Y,,971016,Tritace tab 10mg,Aventis ,Italy
Ramipril tab 10mg,道格拉斯,衛署藥製 050177,,Y,,980521,Tritace tab 10mg,Aventis ,Italy
Ramipril tab 10mg,吉富,衛署藥輸 025098,,Y,,980714,Tritace tab 10mg,Sanofi-aventis ,Italy
Ramipril tab 10mg,健喬信元,衛署藥製 051029,,Y,,980717,Tritace tab 10mg,Aventis ,Italy
Ramipril tab 10mg,永勝,衛署藥製 054859,,Y,,990419,Tritace tab 10mg,Aventis ,Italy
Ramipril tab 2.5mg,十全,衛署藥製057235,,Y,,1000222,Tritace tab 2.5mg,Aventis,Italy
Ranitidine inj 25mg/ml,永信,衛署藥製 031327,,Y,,880607,Zantac inj 25mg/ml,Glaxo,Taiwan
Ranitidine inj 25mg/ml,南光,衛署藥製 033321,,Y,,831201,Zantac inj 25mg/ml,Glaxo,Taiwan
Ranitidine inj 25mg/ml,中化,衛署藥製 038785,,Y,,871026,Zantac inj 25mg/ml,Glaxo,Taiwan
Ranitidine tab 150mg,信東,衛署藥製 031194,,Y,,780512,Zantac tab 150mg,Glaxo,Taiwan
Ranitidine tab 150mg,回春堂,衛署藥製 031535,,Y,,780508,Zantac tab 150mg,Glaxo,Taiwan
Ranitidine tab 150mg,培力,衛署藥製 032367,,Y,,790406,Zantac tab 150mg,Glaxo,Taiwan
