製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
疫苗及類毒素類,行政院衛生署疾病管制局,明礬沉澱破傷風類毒素,TX209404,970612.0,20 mL/瓶 × 10 瓶/盒,20 mL/瓶 × 10 瓶/盒 × 893 盒,357200,950704,
血液製劑類,寶隆貿易股份有限公司,百特25%人體正常血清白蛋白注射劑,LA06D047AA,970313.0,50 mL/瓶,"50 mL/瓶 × 8,986瓶",8986,950529,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,37544411C,991231.0,50 mL/瓶/盒,50 mL/瓶/盒 × 996盒,996,950630,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,37544411E,991231.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,986盒",19986,950627,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,37644411A,991231.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,986盒",19986,950607,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,唯德不活化A型肝炎疫苗,"H0999,0997R/0653154",970831.0,0.5 mL/瓶 × 10瓶/盒,0.5 mL/瓶 × 10瓶/盒 × 543盒,5430,950623,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"H1347,1150R/0653975",970530.0,0.5mL/瓶 × 10瓶/盒,"0.5 mL/瓶 × 10瓶/盒 × 1,479盒",14790,950628,
血液製劑類,台灣綠十字股份有限公司,基立福人免疫球蛋白靜脈注射液5%,IBGB5RVRT1,961130.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 1,578盒",1578,950606,
血液製劑類,天行貿易股份有限公司,血漿注射劑,26N7771,1000128.0,250 mL/瓶/盒,"250 mL/瓶/盒×1,987盒",1987,950613,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26N7131,971204.0,50 mL/瓶/盒,"50 mL/瓶/盒×16,725盒",16725,950612,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26N79P1,980307.0,50 mL/瓶/盒,"50 mL/瓶/盒×21,246盒",21246,950614,"缺損AD705954, AD705955"
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT602,970315.0,1 mL/瓶 × 10瓶/盒,"1 mL/瓶 × 10 瓶/盒 × 2,215 盒; 8 瓶/盒 × 1 盒",44316,951004,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT601,970315.0,1 mL/瓶 × 10瓶/盒,"1 mL/瓶 × 10 瓶/盒 × 2,330 盒； 8 瓶/盒 × 1 盒",46616,951004,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT510,970315.0,1 mL/瓶 × 10瓶/盒,"1 mL/瓶 × 10 瓶/盒 × 2,312 盒；9 瓶/盒 × 1 盒",46258,951004,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT509,970315.0,1 mL/瓶 × 10瓶/盒,"1 mL/瓶 × 10 瓶/盒 × 2,328 盒；4 瓶/盒 × 1 盒",46568,951004,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT603,970425.0,20 mL/瓶 × 10瓶/盒,"20 mL/瓶 × 10 瓶/盒 × 1,352盒；9瓶/盒 × 1盒",541160,950728,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT511,970315.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,322盒; 3瓶/盒 × 1盒",46446,951123,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVB219BC,AHBVB219B",971031.0,1 mL/瓶 × 25 瓶/盒,"1 mL/瓶 × 25 瓶/盒 × 3,068盒 ; 8瓶/盒 × 1盒",76708,950628,
疫苗及類毒素類,台灣安萬特藥品股份有限公司,巴斯德b型嗜血桿菌接合疫苗,"Z0834-1,Z0834",970831.0,1 劑/盒,"1 劑/盒 × 29,958 盒",29958,950627,
血液製劑類,吉發企業股份有限公司,貝靈B型肝炎免疫球蛋白注射液,04946811R,961031.0,1 mL/瓶/盒,1 mL/瓶/盒 × 458盒,458,950606,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,38244411B,1000131.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 15,315盒",15315,950606,
血液製劑類,吉發企業股份有限公司,第九凝血因子複合注射劑250/500,63160111A,971031.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,310盒",1310,950609,
血液製劑類,吉發企業股份有限公司,第九凝血因子複合注射劑250/500,63060111A,971031.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,620盒",1620,950615,
疫苗及類毒素類,行政院衛生署疾病管制局,明礬沉澱破傷風類毒素,TX209501,970710.0,20 mL/瓶 × 10 瓶/盒,20 mL/瓶 × 10 瓶/盒 × 888盒; 20 mL/瓶 × 6瓶,355440,950712,
血液製劑類,瑪里士實業有限公司,瑪里斯兔抗胸腺細胞免疫球蛋白,TH141-03,971031.0,5mL/瓶/盒,5mL/瓶/盒 × 795盒,795,950609,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,派立克,"AMJRB330AA, AMJRB330A",970331.0,10劑/瓶 × 50瓶/盒,10劑/瓶 × 50瓶/盒 × 714盒;40瓶/盒 × 1盒,357400,950721,
血液製劑類,寶隆貿易股份有限公司,百特25%人體正常血清白蛋白注射劑,LA06D046AA,970312.0,50 mL/瓶,"50 mL/瓶 × 7,370瓶",7370,950608,
血液製劑類,寶隆貿易股份有限公司,百特25%人體正常血清白蛋白注射劑,LA06D051AA,970326.0,50 mL/瓶,"50 mL/瓶 × 6,996瓶",6996,950608,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26N70R1,970916.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 2,800盒",2800,950623,
血液製劑類,天行貿易股份有限公司,抗RH因子球蛋白注射液,26N7351,971023.0,1 mL/支/盒,1 mL/支/盒 × 380盒,380,950615,
血液製劑類,天行貿易股份有限公司,低鹽白蛋白注射液5%,26N5LN1,970125.0,250 mL/瓶/盒,"250 mL/瓶/盒 × 1,154盒",1154,950608,
血液製劑類,寶隆貿易股份有限公司,百特威保500U抗抑制子凝血複合物,VNF1F006,961231.0,500 U/瓶/盒,"500 U/瓶/盒 × 1,460盒",1460,950628,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧五合一疫苗(白喉/破傷風/無細胞性百日咳/去活性小兒麻痺/b型流行性感冒嗜血桿菌混合疫苗),"A20CA249A, A20LA249A/A20FA249A",971130.0,1劑/盒,"1劑/盒 × 38,195盒",38195,950807,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"H1757, 0174F/0653628",970512.0,1劑/瓶/盒,"1劑/瓶/盒 × 3,063盒",3063,950717,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,唯德不活化A型肝炎疫苗,"H1629, 0127F/0653934",971128.0,0.5 mL/瓶 × 10 瓶/盒,"0.5 mL/瓶 × 10 瓶/盒 × 1,781 盒",17810,950707,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,默克基因重組B型肝炎疫苗,"H1624,0043F/0653730",971027.0,1 mL/瓶 × 10 瓶/盒,"1 mL/瓶 × 10 瓶/盒 × 4,711 盒，8 瓶/盒 × 1 盒",47118,950707,
血液製劑類,禾利行股份有限公司,百合施多特注射液,A144016,971231.0,50 mL/瓶/盒,50 mL/瓶/盒 × 500盒,500,950629,
血液製劑類,禾利行股份有限公司,百合血清蛋白,A121016,980131.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 1,172盒",1172,950628,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,流行性腦脊髓膜炎疫苗(MENCEVAX ACWY),"A73CA099A,A73FA099A/AMENB036A",960831.0,1劑/瓶/盒,1劑/瓶/盒 × 600盒,600,950628,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,39144411A,1000208.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,985盒",19985,950704,
血液製劑類,台灣綠十字股份有限公司,基立福人免疫球蛋白靜脈注射液5﹪,IBGB5RVRT1,961130.0,50 mL/瓶/盒,50 mL/瓶/盒 × 846盒,846,950705,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT604,970507.0,2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒,"2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒 × 2,300盒; 6 瓶/ 盒 × 1 盒",46012,950815,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT605,970507.0,2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒,"2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒 × 2,333 盒; 8 瓶/ 盒 × 1 盒",46676,950815,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT606,970507.0,2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒,"2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒 × 2,332 盒; 4 瓶/ 盒 × 1 盒",46648,950815,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT607,970507.0,2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒,"2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒 × 2,322盒; 3 瓶/ 盒 × 1 盒",46446,950815,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26N7G21,980322.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,003盒",19003,950711,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧,"AC14B031DG, AC14B031D",970930.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 11,035 盒",11035,950918,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧,"AC14B031DC, AC14B031D",970930.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 20,020 盒",20020,950919,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧,"AC14B031DB, AC14B031D",970930.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 27,030 盒",27030,950919,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧六合一疫苗,"A21CA206A, A21LA206A/A21FA206A",970930.0,1 劑/盒,"1 劑/盒 × 35,640盒",35640,950901,
血液製劑類,吉發企業股份有限公司,貝靈止血纖維蛋白膠纖維蛋白止血組,604436A,960630.0,1 mL/瓶×4瓶/組/盒,1 mL/瓶×4瓶/組/盒×381盒,381,951030,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,39044411A,1000131.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,986盒",19986,950718,
血液製劑類,寶隆貿易股份有限公司,百特25%人體正常血清白蛋白注射劑,LA06D074AA,970424.0,50 mL/瓶,"50 mL/瓶 × 15,996瓶",15996,950718,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,賀百克B型流行感冒嗜血桿菌疫苗,"A72CA208A, A72FA208A/AHIBB458H",980131.0,1 劑/瓶/盒,"1 劑/瓶/盒 × 25,230盒",25230,950726,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"20260, B08641D",971216.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 19,020盒",19020,950905,
疫苗及類毒素類,台灣安萬特藥品股份有限公司,瑪里斯沙賓小兒麻痺口服疫苗,"Z6519-7, Z6519",961031.0,10劑/1 mL/瓶 × 10 瓶/盒 × 20盒/中盒,10劑/1 mL × 10瓶/盒 × 20盒/中盒 × 200中盒；10瓶/盒 × 1盒,400100,950808,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,流行性腦脊髓膜炎疫苗(MENCEVAX ACWY),"A73CA121A, A73FA121A/AMENB036B",970131.0,1 劑/瓶/盒,"1 劑/瓶/盒 × 1,200 盒",1200,950726,
血液製劑類,天行貿易股份有限公司,狂犬病免疫球蛋白,26N6RX1,970214.0,10 mL/瓶/盒,10 mL/瓶/盒 × 10盒,10,950723,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"20260, B08641D",971216.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 11,424盒",11424,950905,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"20260, B08641D",971216.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 19,110盒",19110,950905,
血液製劑類,瑪里士實業有限公司,瑪里斯兔抗胸腺細胞免疫球蛋白,TH141-03,971031.0,5 mL/瓶/盒,5 mL/瓶/盒 × 114 盒,114,950804,
血液製劑類,瑪里士實業有限公司,瑪里斯兔抗胸腺細胞免疫球蛋白,TH135-03,970731.0,5 mL/瓶/盒,5 mL/瓶/盒 × 122盒,122,950804,
血液製劑類,瑪里士實業有限公司,瑪里斯兔抗胸腺細胞免疫球蛋白,TH130-05,970531.0,5 mL/瓶/盒,5 mL/瓶/盒 × 244盒,244,950804,
血液製劑類,瑪里士實業有限公司,瑪里斯兔抗胸腺細胞免疫球蛋白,TH126-03,970331.0,5 mL/瓶/盒,5 mL/瓶/盒 × 37 盒,37,950804,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧五合一疫苗(白喉/破傷風/無細胞性百日咳/去活性小兒麻痺/b型流行性感冒嗜血桿菌混合疫苗),"A20CA254D, A20LA254D/A20FA254D",971130.0,1劑/盒,"1劑/盒 × 28,045盒",28045,950913,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB120BC, AHAVB120B",980131.0,0.5 mL/瓶/盒,"0.5 mL/瓶/盒 × 4,900盒",4900,950821,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"A70CA422A, A70FA422A",970229.0,1 劑/瓶/盒,"1 劑/瓶/盒 × 1,840盒",1840,950911,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVB239AB, AHBVB239A",971031.0,1 mL/瓶 × 25瓶/盒,"1 mL/瓶 × 25 瓶/盒 × 1,541 盒 ; 1 mL/瓶 × 8 瓶/盒 × 1 盒",38533,950821,
血液製劑類,上合貿易股份有限公司,必凝易得 P,56765011E,970229.0,250 IU/瓶/盒,250 IU/瓶/盒 × 781盒,781,950816,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVB234AA, AHBVB234A",971130.0,1 mL/瓶 × 100瓶/盒,"1 mL/瓶 × 100瓶/盒 × 2,000盒; 58瓶/盒 × 1盒",200058,950801,
抗毒素及抗血清類,行政院衛生署疾病管制局,抗龜殼花及赤尾鮐蛇毒血清凍晶注射劑,FH9502,1000625.0,1 劑/瓶/盒,"1劑/瓶/盒 × 1,008盒",1008,950821,
血液製劑類,吉發企業股份有限公司,貝靈第八凝血因子注射劑,60766411C,970731.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 1,464盒",1464,950815,
血液製劑類,寶隆貿易股份有限公司,百特伊美耐高純度第九凝血因子注射劑600國際單位,VNC1F013,970430.0,600 IU/瓶/盒,600 IU/瓶/盒 × 852盒,852,950927,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧六合一疫苗,"A21CA206B, A21LA206B/A21FA206B",970930.0,1 劑/盒,"1 劑/盒 × 27,700盒",27700,950901,
血液製劑類,寶隆貿易股份有限公司,百特25%人體正常血清白蛋白注射劑,LA06E089AA,970514.0,50 mL/瓶,"50 mL/瓶 × 11,505瓶",11505,950815,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧五合一疫苗(白喉/破傷風/無細胞性百日咳/去活性小兒麻痺/b型流行性感冒嗜血桿菌混合疫苗),"A20CA256A, A20LA256A/A20FA256A",971130.0,1 劑/盒,"1 劑/盒 × 69,925 盒",69925,951013,
血液製劑類,海喬國際股份有限公司,愛替治注射劑,T02C-2,970331.0,5 mL/瓶,5 mL/瓶 × 500 瓶,500,950811,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,40644411A,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 7,261盒",7261,950816,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,40544411B,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 12,709盒",12709,950816,
血液製劑類,禾利行股份有限公司,百合血清蛋白,A121016,980131.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 4,196盒",4196,950821,缺AE263946
血液製劑類,世信生物科技股份有限公司,貝靈血清蛋白注射液20%,40544411A,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 15,324盒",15324,950824,
血液製劑類,世信生物科技股份有限公司,貝靈血清蛋白注射液20%,40444411B,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 4,601盒",4601,950824,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德 b 型嗜血桿菌接合疫苗,"Z1006-1, Z1006",970930.0,1 劑/瓶/盒,"1 劑/瓶/盒 × 24,820盒",24820,950920,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,派立克,"AMJRB332AC, AMJRB332A/AMJRB332",970531.0,10 劑/瓶 × 50 瓶/盒,10 劑/瓶 × 50 瓶/盒 × 47 盒；40 瓶/盒 × 1 盒,23900,950911,
血液製劑類,台灣綠十字股份有限公司,艾爾補定注射液25%,NB06011A,980523.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 9,815盒",9815,950817,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,40744411A,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 5,083盒",5083,950825,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,40644411B,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,885盒",19885,950825,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT608,970507.0,2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒,"2 劑/ 1 mL/ 瓶 × 10 瓶/ 盒 × 2,247 盒; 3 瓶/ 盒 × 1 盒",44946,950815,
血液製劑類,吉發企業股份有限公司,貝靈血清蛋白注射液20%,41044411E,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 22,458盒",22458,950829,
血液製劑類,吉發企業股份有限公司,貝靈血清蛋白注射液20%,40744411C,1000331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 4,136盒",4136,950829,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"H2579, 0117F/0654465",970727.0,1 劑/0.5 mL/瓶 × 10 瓶/盒,"1 劑/0.5 mL/瓶 × 10 瓶/盒 × 3,078 盒",30780,950901,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,伏痘敏活性水痘疫苗,"H1904, 0234F/0654133",970525.0,1 劑/瓶 × 10 瓶/盒,1 劑/瓶 × 10 瓶/盒 × 200 盒；5 瓶/盒 × 1 盒,2005,951002,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,伏痘敏活性水痘疫苗,"H1905, 0239F/0654135",970525.0,1 劑/瓶 × 10 瓶/盒,1 劑/瓶 × 10 瓶/盒  × 709 盒,7090,951002,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,伏痘敏活性水痘疫苗,"H1990, 0238F/0654134",970601.0,1 劑/瓶 ×10 瓶/盒,"1 劑/瓶 × 10 瓶/盒 × 3,903 盒",39030,950929,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,伏痘敏活性水痘疫苗,"H1991, 0397F/0654614",970601.0,1 劑/瓶 × 10 瓶/盒,"1 劑/瓶 × 10 瓶/盒 × 4,454盒",44540,950929,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,伏痘敏活性水痘疫苗,"H2738, 0472F/0654325",970726.0,1 劑/瓶 × 10 瓶/盒,1 劑/瓶 × 10 瓶/盒 × 361 盒；5 瓶/盒 × 1 盒,3615,951002,
血液製劑類,吉發企業股份有限公司,第九凝血因子複合注射劑250/500,68160111A,980430.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,772盒",1772,951212,
血液製劑類,吉發企業股份有限公司,第九凝血因子複合注射劑250/500,68360111A,980430.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,160盒",1160,950925,
血液製劑類,吉發企業股份有限公司,貝靈B型肝炎免疫球蛋白注射液,05146841G,970229.0,1 mL/瓶/盒,1 mL/瓶/盒 × 390盒,390,950925,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,伏流感疫苗,"AFLUA191AC, AFLUA191A",960630.0,1 劑/0.5 mL/支 × 10 支/盒,"1 劑/0.5 mL/支 × 10 支/盒 × 24,971 盒; 5 支/盒 × 1 盒",249715,950920,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL610,960823.0,1 劑/0.5 mL/支 × 20支/盒,"1 劑/0.5 mL/支 × 20支/盒 × 2,567盒； 9支/盒 × 1盒",51349,950919,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL609,960823.0,1 劑/0.5 mL/支 × 20支/盒,"1 劑/0.5 mL/支 × 20支/盒 × 2,565盒; 19支/盒 × 1盒",51319,950919,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL611,960823.0,1 劑/0.5 mL/支 × 20支/盒,"1 劑/0.5 mL/支 × 20支/盒 × 2,562盒； 2支/盒 × 1盒",51242,950919,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL612,960823.0,1 劑/0.5 mL/支 × 20支/盒,"1 劑/0.5 mL/支 × 20支/盒 × 2,570盒； 19支/盒 × 1盒",51419,950919,
血液製劑類,台灣綠十字股份有限公司,基立福人免疫球蛋白靜脈注射液5﹪,IBGB6S9S81,961231.0,50 mL/瓶/盒,50mL/瓶/盒 × 472盒,472,950920,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,伏流感疫苗,"AFLUA192BB, AFLUA192B",960630.0,1 劑/0.25 mL/支 × 10 支/盒,"1 劑/0.25 mL/支 × 10 支/盒 × 13,311 盒",133110,950919,
血液製劑類,天行貿易股份有限公司,10% 免疫球蛋白靜脈注射液,26N63V1,970505.0,100 mL/瓶/盒,100 mL/瓶/盒 × 254盒,254,951031,
血液製劑類,天行貿易股份有限公司,10% 免疫球蛋白靜脈注射液,26N69K1,970705.0,100 mL/瓶/盒,100 mL/瓶/盒 × 573盒,573,951102,
血液製劑類,天行貿易股份有限公司,10% 免疫球蛋白靜脈注射液,26N66H1,970529.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 1,364盒",1364,951102,
血液製劑類,天行貿易股份有限公司,5%免疫球蛋白靜脈注射液,26N6961,970629.0,10mL/瓶/盒,"10 mL/瓶/盒 × 4,780盒",4780,950925,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB122AF, AHAVB122A",980228.0,1 劑/0.5 mL/瓶/盒,"1 劑/0.5 mL/瓶/盒 × 5,140 盒",5140,951013,
